run,phase,bidder,R2_r,R2c_r,KT_r,sMAE_r,R2_p,R2c_p,KT_p,sMAE_p,mean_true_r,mean_pred_r,mean_true_p,mean_pred_p
1,after_CCA,0,-1.9208844667632774,0.0031763725697780965,0.47298317653554434,0.9968052695552524,-0.803350045460969,0.014753223580511232,0.32947920378400225,0.9883112565883806,174.228586483472,0.5566133695840836,10.312197246167296,0.24529770031571388
1,after_CCA,1,-1.5757920652808952,0.0007482219479224561,0.15613614480817714,0.9984909841088155,-0.6738880733587291,0.0028523828190210043,-0.016785803694060186,0.9961339599920334,150.70649603947285,0.227418497428298,7.812281866768725,0.15264110162854194
1,after_CCA,2,-1.5603970651389547,0.00022254975041124947,0.11717465823062556,0.9996143109843914,-0.7934317108801809,0.004132818400061078,0.45295616619723544,0.9984447926762096,156.16281597638724,0.06023028276860714,7.62882141815148,0.011864398941397666
1,after_CCA,3,-1.4270893434862524,-0.00017574703583722595,-0.1852681950140312,0.9998488545479766,-0.7769404738803654,0.0008380613145010374,0.1557403023578151,0.9993307022557149,146.88389424384977,0.022200832590460778,8.505399634797733,0.005692644789814949
1,after_CCA,4,-1.5653977936587076,1.5086929798346915e-05,0.09433340291938391,0.9996835407936752,-0.6897822519186583,0.001909796861115698,0.27681444728144805,0.9991029320547062,153.0320298858562,0.04842839471995831,8.731161608604095,0.007832445204257965
1,after_CCA,5,-1.5629776871158594,0.0018621724005258855,0.37949732344335696,0.9981719246050877,-0.3718274510474626,0.01510347204203455,0.3027565714700909,0.9905154116806345,152.58177126148462,0.27893098175525666,5.180581266861489,0.060773211494088174
1,after_ML_DQ,0,-24.392554585231288,-1.9158082777762928,0.8608354383409518,3.4069648024291537,-410.9157328486385,-77.1340709694945,0.7857005889512685,19.75456416107762,174.228586483472,767.8192482096447,10.365557524891884,215.13262871570953
1,after_ML_DQ,1,-24.208001120215567,-2.432809343927383,0.8369977660286595,3.7108432135326987,-517.6879927168907,-111.78551915027312,0.8021377175850544,23.730730824228996,150.70649603947285,709.9546741028432,7.730726677214311,191.18652052987338
1,after_ML_DQ,2,-41.51560591328012,-8.345124664684816,0.8523173203565306,4.608719292312022,-453.86647830084985,-248.060956171633,0.7395563345890701,16.095400904794033,156.16281597638724,875.8395327596031,7.610795280541726,129.68218797669718
1,after_ML_DQ,3,-0.031077034407447135,0.7432751897145525,0.7582428782108234,0.7369973916736168,-34.10322708277711,-14.20938587116308,0.7479350480094199,5.083728613575771,146.88389424384977,255.0718634032282,8.505399634797733,51.49221790563751
